N,P,K,temperature,humidity,ph,rainfall,label
21.09,68.99,20.17,17.51244561,21.22733767,6.19077478,115.87046689,kidneybeans
24.81,67.36,14.89,18.60059547,21.39728824,6.22060326,127.71907746,kidneybeans
22.12,61.15,20.39,19.21480552,21.02596697,5.20659116,114.27809306,kidneybeans
19.85,74.44,15.62,16.61905477,36.58508944,5.34797995,110.75165562,kidneybeans
22.19,60.14,25.18,19.80313965,22.59792016,6.42735453,89.17958153,kidneybeans
17.56,65.24,15.88,20.82751841,23.89221567,5.77332798,118.11660704,kidneybeans
24.33,70.71,19.28,23.66124993,19.21334452,6.25854302,101.14087255,kidneybeans
23.82,82.61,13.21,19.42321886,20.38420655,6.38295461,96.86355193,kidneybeans
33.65,55.78,21.05,18.84109439,24.02036133,5.47394252,95.97936214,kidneybeans
10.89,68.87,15.51,16.07099315,22.34748031,5.65146034,125.54179866,kidneybeans
13.23,71.37,20.97,19.09288645,18.78545818,5.66836304,122.67971812,kidneybeans
18.13,74.78,19.18,25.1743867,22.107214,5.62978305,72.78344093,kidneybeans
12.86,71.05,19.32,20.84382982,19.26143241,5.63982473,92.52610399,kidneybeans
21.48,66.25,25.59,17.93576853,26.47523904,5.27820282,95.69335645,kidneybeans
15.79,78.08,21.31,20.4115195,22.93781985,5.26625266,133.05826006,kidneybeans
26.95,67.73,20.04,21.94740665,21.29898281,5.6199294,95.1439106,kidneybeans
18.27,64.19,22.19,19.01510965,20.28654192,5.44927104,75.01006583,kidneybeans
27.8,72.07,22.6,18.4103075,27.82880231,5.75808112,134.05272977,kidneybeans
19.93,67.64,18.42,20.23246077,22.89993639,6.29707859,135.79425833,kidneybeans
20.45,77.75,11.85,18.58912275,22.99884561,6.05484866,113.46201831,kidneybeans
19.72,64.31,17.6,25.70588127,26.48890312,6.22311086,105.21211648,kidneybeans
17.33,72.44,19.93,19.61576712,21.90057485,5.44681949,87.57169211,kidneybeans
18.79,56.92,21.79,22.51565226,18.92184406,4.96902803,112.87159055,kidneybeans
21.19,68.16,16.0,14.24677862,28.84623746,5.61343682,115.08798302,kidneybeans
19.65,71.31,16.17,18.66287172,16.57854765,5.26513884,90.81960119,kidneybeans
10.97,64.31,17.87,16.4413553,21.46864359,5.69546373,88.26052968,kidneybeans
30.06,73.75,23.36,19.01485004,25.57439769,6.00623006,84.62985958,kidneybeans
16.59,91.32,18.77,21.4605836,21.14159352,6.03255887,85.10829376,kidneybeans
14.97,77.07,20.6,12.56713737,22.0936574,5.62721292,119.21336468,kidneybeans
21.61,70.74,20.26,20.87140626,17.38950582,5.37404011,87.95379133,kidneybeans
13.29,74.31,23.23,21.84198624,19.59507236,5.48514876,96.20250819,kidneybeans
25.56,72.21,25.22,17.09126703,21.09745586,5.19572804,76.65516438,kidneybeans
19.22,65.31,18.46,15.39582865,22.78707917,5.58645214,123.29731018,kidneybeans
22.75,57.51,21.19,18.2033953,28.13002283,5.68816464,94.92973136,kidneybeans
17.97,55.99,23.82,26.35806458,15.08081244,5.59928281,102.79190665,kidneybeans
17.03,77.74,23.74,19.26396927,30.28512879,5.71310832,100.16191722,kidneybeans
21.4,62.03,24.36,21.84990875,20.58021606,5.62579252,86.84455719,kidneybeans
21.31,57.65,20.01,18.44838376,24.26822338,6.11702732,120.73876184,kidneybeans
19.39,62.32,19.1,19.95010151,23.95167488,5.47273011,85.6544148,kidneybeans
20.87,78.87,25.62,22.37959935,18.0389444,6.26343723,88.08679592,kidneybeans
16.15,71.42,15.86,22.40504056,21.78548312,5.85964915,88.53141699,kidneybeans
24.23,72.1,18.91,22.83584384,11.3588557,5.8449246,102.84924667,kidneybeans
16.03,69.42,21.5,17.78911285,21.52189398,5.68343204,112.85783168,kidneybeans
26.13,64.29,23.95,16.08733415,23.20310839,5.01215652,106.43554033,kidneybeans
23.61,84.18,20.15,17.75505549,26.10598388,5.71646289,106.9667572,kidneybeans
24.59,76.74,14.8,20.15464997,21.93441715,5.27217201,72.52200594,kidneybeans
19.67,64.29,17.83,19.58789509,20.59590326,5.70703817,136.53582043,kidneybeans
19.85,83.04,23.73,22.90274891,19.08598273,5.58262594,86.60550674,kidneybeans
22.08,67.46,21.33,20.90757343,22.67138787,5.55723642,85.54016792,kidneybeans
17.79,73.73,19.51,19.8199255,25.471244,5.89503053,75.50384319,kidneybeans
19.6,61.03,19.84,21.17081344,24.03765935,6.36551384,94.98366229,kidneybeans
18.53,72.59,22.89,16.90572749,24.74686859,5.96619158,101.99286691,kidneybeans
18.59,73.86,21.28,28.20210898,44.6092415,4.93884838,147.11993588,pigeonpeas
18.64,71.67,17.71,28.904091,51.45765448,5.42993538,167.90057888,pigeonpeas
18.29,62.43,20.75,26.95586172,43.56967969,6.11006962,148.81690576,pigeonpeas
16.21,53.97,21.28,27.29707141,49.71629675,6.48841224,99.18770336,pigeonpeas
26.35,78.91,17.06,30.04402418,44.12823934,5.2787471,146.97208906,pigeonpeas
29.14,70.89,20.15,29.65703486,45.2650138,6.54875728,180.41241191,pigeonpeas
22.15,61.69,23.22,27.8840761,52.86198571,6.3682835,157.72869536,pigeonpeas
15.49,79.92,20.84,27.97247237,52.69057019,5.9558665,163.95896657,pigeonpeas
20.99,66.58,18.35,25.46602399,47.27099379,6.2947195,142.26213985,pigeonpeas
19.44,67.19,21.6,28.9469431,60.84667422,5.10346833,144.44100728,pigeonpeas
22.87,54.52,25.22,26.65167481,44.23601239,6.28537732,105.03984784,pigeonpeas
21.06,60.07,19.96,28.12217347,53.7551927,6.00566389,190.72778403,pigeonpeas
20.31,65.26,23.68,26.80408882,51.50928628,3.8313627,158.06486319,pigeonpeas
19.63,64.52,18.03,29.70945411,36.74999037,7.37458213,172.08241483,pigeonpeas
21.85,83.2,20.82,24.31509457,55.16248402,4.98198136,161.00130864,pigeonpeas
25.99,72.28,15.65,27.6153545,48.26147404,5.42889446,102.76042512,pigeonpeas
14.07,63.99,23.38,35.25946473,54.14073729,5.40587053,140.5792496,pigeonpeas
25.41,72.91,21.17,27.71427698,56.19575205,6.91797243,149.19204802,pigeonpeas
20.79,72.04,18.61,20.42211595,51.96238402,5.43321046,175.33206226,pigeonpeas
20.91,79.98,17.43,30.39357243,39.21021383,6.26883292,144.25508191,pigeonpeas
24.69,65.14,22.05,28.5079027,51.29893016,6.02133949,182.60871791,pigeonpeas
17.19,79.23,18.94,30.62084819,63.03832089,5.40083908,105.87934382,pigeonpeas
20.82,62.47,18.42,26.01220941,45.79726902,6.51550187,171.50783849,pigeonpeas
25.8,86.5,17.69,19.50965563,61.14129348,5.92523646,147.88633068,pigeonpeas
10.99,57.19,22.08,26.57057228,36.08277774,5.32975979,169.98263299,pigeonpeas
26.39,69.71,28.5,30.08017456,59.86159066,6.46664682,165.62476616,pigeonpeas
13.3,55.2,17.78,27.77507139,49.0064858,5.98735222,148.60004204,pigeonpeas
22.39,75.9,20.02,26.13604496,33.27223746,6.23610839,133.53326248,pigeonpeas
15.45,74.94,22.76,29.03989737,54.71804453,5.25296957,144.41604998,pigeonpeas
17.25,81.84,22.59,26.26817537,54.04873258,5.98735229,146.65125959,pigeonpeas
22.33,74.8,19.57,23.24853219,51.12749565,5.66797,126.09297601,pigeonpeas
16.16,66.0,20.08,28.68506506,47.72513648,6.02495353,141.53256399,pigeonpeas
22.73,71.22,21.71,31.31143775,47.30298632,5.00336989,147.4425478,pigeonpeas
24.05,68.2,20.95,21.83202618,43.99514149,6.06935861,164.55570662,pigeonpeas
16.25,70.94,17.87,23.54266559,49.42605223,5.9085162,156.92777759,pigeonpeas
23.65,81.42,22.85,25.91745395,54.63813289,5.06624123,151.01384856,pigeonpeas
25.27,73.43,22.48,32.73011813,44.55554559,6.19738858,147.13324733,pigeonpeas
25.57,68.94,22.35,31.64030852,52.78549297,5.69509208,141.64646002,pigeonpeas
16.53,76.3,23.94,26.26705952,38.14379254,5.48324292,157.6797646,pigeonpeas
15.27,52.33,18.67,20.87943337,50.95265319,5.59946276,150.20534406,pigeonpeas
26.48,60.74,13.56,26.91491278,51.81377766,5.08522829,141.63083274,pigeonpeas
18.26,68.22,18.15,34.99038899,47.42532007,5.89326203,139.30496516,pigeonpeas
6.78,79.05,10.53,31.07045559,41.0714364,5.12053918,146.82201309,pigeonpeas
30.98,70.56,19.43,24.69680218,52.90433874,5.61495496,163.276077,pigeonpeas
10.18,72.23,20.95,22.91932852,42.8041915,5.7263119,139.26981513,pigeonpeas
21.45,56.52,17.35,33.34201777,43.94573928,5.58694642,145.4584794,pigeonpeas
18.61,77.66,18.28,29.56478786,43.86728587,6.18653925,144.71844066,pigeonpeas
19.13,67.29,21.65,23.41961209,43.17729604,6.81861295,159.12983371,pigeonpeas
18.2,73.14,19.82,20.24578461,49.96797996,5.73906276,155.98269088,pigeonpeas
16.13,66.24,23.43,26.54746637,46.42622016,5.98252673,141.11666914,pigeonpeas
25.34,66.6,21.09,24.8876195,41.51321389,6.15965402,154.23986915,pigeonpeas
23.19,73.89,15.59,27.35935625,36.96508962,6.0596802,127.28742265,pigeonpeas
22.34,73.81,18.38,26.93085892,56.333897,4.97305115,161.87266915,pigeonpeas
20.59,75.59,15.04,27.01060954,55.62517856,6.47958215,133.61491541,pigeonpeas
18.6,82.73,15.74,26.86275613,50.0645499,5.88746478,130.31507517,pigeonpeas
24.82,75.11,25.45,24.62109637,46.10983573,6.34829677,185.30657299,pigeonpeas
19.95,55.78,19.35,29.89414223,53.06860919,6.35647299,187.49852671,pigeonpeas
17.84,60.76,16.39,26.63165331,55.11446863,6.66359093,153.37542193,pigeonpeas
20.07,66.94,23.68,24.71397979,48.37042744,5.76130423,148.4567855,pigeonpeas
29.04,60.86,27.37,25.03408879,44.07706844,5.46956507,161.97457662,pigeonpeas
19.93,76.97,17.53,21.98035031,46.77439399,5.93988689,119.60490977,pigeonpeas
19.47,72.28,17.58,24.52805827,42.42895144,5.72827341,158.12652984,pigeonpeas
33.74,77.32,16.21,22.38960761,48.33832374,6.58599375,162.14275188,pigeonpeas
17.36,76.01,24.13,31.38522125,42.60151354,6.01870978,123.37647871,pigeonpeas
15.97,57.77,19.21,22.69196859,53.6495482,5.79383801,131.71075916,pigeonpeas
22.43,80.25,21.04,25.24901928,47.29687361,5.74794017,134.96931243,pigeonpeas
11.44,64.97,23.73,24.51827937,37.41798717,5.75560906,171.05614376,pigeonpeas
11.39,69.52,21.23,28.61056911,52.34257135,6.10406909,117.32118561,pigeonpeas
23.08,79.02,19.34,28.11425925,42.91350384,6.45148993,136.63238394,pigeonpeas
28.25,64.96,22.03,25.39974472,60.26651711,4.81393273,156.38636955,pigeonpeas
9.6,58.36,25.68,29.72406346,36.93675415,5.79698475,136.60662159,pigeonpeas
22.85,82.8,21.96,28.30395771,52.04824721,5.25374503,163.02269709,pigeonpeas
24.61,63.1,18.07,31.34994137,50.25473902,5.23134102,140.51829836,pigeonpeas
17.71,67.48,19.78,26.25217083,59.04361792,6.21614039,178.65979987,pigeonpeas
11.53,68.89,23.52,29.17623604,44.92391293,5.42201803,168.20037643,pigeonpeas
18.94,73.19,20.47,26.64708307,49.72287809,5.38519893,183.02366011,pigeonpeas
22.74,79.19,18.41,25.37839277,47.08453718,5.3692045,162.56306549,pigeonpeas
23.56,63.89,19.04,28.12980671,44.48446359,5.59533592,180.20975049,pigeonpeas
16.27,63.87,27.51,20.62088401,41.89375254,6.69865119,140.80904104,pigeonpeas
22.5,84.96,17.85,25.22548054,51.4647184,5.76208851,138.50145088,pigeonpeas
19.33,57.37,21.4,29.50348282,48.03129231,5.68809363,159.97566687,pigeonpeas
17.31,65.53,19.79,31.41603476,48.7046774,5.74313616,145.71704456,pigeonpeas
18.08,60.28,17.24,29.58105355,45.58536992,5.84617572,139.47461243,pigeonpeas
13.36,64.28,24.19,25.7562549,44.94175994,5.58606127,142.30728568,pigeonpeas
21.14,64.71,19.71,25.52724932,51.14500592,5.95562944,153.23368515,pigeonpeas
23.17,67.21,23.64,28.39857715,57.92701242,5.7601443,154.44251252,pigeonpeas
16.59,68.13,22.45,25.90350811,57.95305455,5.81283648,180.66352906,pigeonpeas
14.76,65.79,18.51,30.03189487,52.85261788,5.76179288,139.88404291,pigeonpeas
19.87,73.8,22.51,26.82114808,46.31753223,5.85103366,151.58543186,pigeonpeas
21.26,64.37,25.22,25.11362066,58.07482627,6.49683181,167.94226487,pigeonpeas
29.37,72.45,19.05,25.43078514,44.97353918,6.21867263,119.38794874,pigeonpeas
12.89,80.26,23.04,28.24299267,54.54009783,6.18714653,145.26260824,pigeonpeas
12.66,78.26,21.34,22.87134916,49.85377764,5.56563923,146.69278736,pigeonpeas
18.36,72.41,19.37,23.53513916,53.03805686,6.04290031,120.48440031,pigeonpeas
22.05,75.1,19.54,27.56303641,44.41402097,4.92496401,159.43661388,pigeonpeas
19.56,71.44,19.3,26.21893068,49.97377103,5.76833942,166.32558305,pigeonpeas
17.88,56.44,20.43,23.09039015,33.79615233,5.25161008,140.22822993,pigeonpeas
16.02,55.71,19.33,30.64939757,53.97650589,5.80411798,167.42240025,pigeonpeas
17.8,60.94,22.04,23.7492661,51.00406836,5.78716423,141.7450528,pigeonpeas
17.71,77.1,15.23,27.80699222,47.26858533,5.42928942,149.77887233,pigeonpeas
21.58,47.52,20.74,32.24452182,44.39461928,7.00897484,31.61402415,mothbeans
22.28,33.06,21.89,26.57447566,48.98478365,6.07225779,49.24023119,mothbeans
24.12,52.96,19.95,27.98058221,54.8726256,7.16799516,42.75237976,mothbeans
17.1,42.56,19.89,24.5179943,35.04976908,6.69084638,51.52881992,mothbeans
20.93,56.68,16.12,26.46053211,39.3454443,6.92291485,47.95417075,mothbeans
17.6,48.33,17.88,24.93391344,57.4830472,7.20517271,47.15836416,mothbeans
12.29,46.29,21.72,28.5096527,54.05485877,7.41343914,48.15451713,mothbeans
17.66,44.04,18.76,30.71364891,45.45510931,5.95961074,53.64966272,mothbeans
19.51,44.26,14.11,31.51015753,52.17810349,6.23155892,50.51773593,mothbeans
14.58,37.12,13.7,30.33800265,53.27949744,6.64508002,48.40159426,mothbeans
28.77,41.96,16.45,28.38263248,51.2969964,6.6515576,34.73914657,mothbeans
16.16,53.48,22.14,22.98793079,40.66436181,6.30742471,48.74553182,mothbeans
31.03,45.71,20.19,25.6085643,63.51188952,6.49903872,43.8825167,mothbeans
20.78,37.41,22.43,27.9750101,42.94367793,6.5020959,30.05964166,mothbeans
17.22,29.8,18.65,26.51327833,44.46611772,6.50857429,40.58020964,mothbeans
26.17,59.51,19.49,31.4310182,46.16100493,6.6487837,40.71220245,mothbeans
23.49,52.94,16.13,28.4799343,44.89785354,6.34903931,48.7430289,mothbeans
10.41,44.53,25.67,29.30701998,41.18653961,7.07668542,49.88615548,mothbeans
18.4,43.31,20.0,26.22280782,46.96081167,7.16975098,57.15714307,mothbeans
13.52,44.25,24.82,33.38963253,50.21860624,7.60478704,61.08186249,mothbeans
19.34,32.03,19.82,24.15343981,48.81824823,7.6730982,51.48704882,mothbeans
16.07,38.65,14.11,22.28192857,57.7605995,7.22797893,47.68961637,mothbeans
19.24,47.58,19.96,32.17635011,50.34074099,5.80878068,59.60664365,mothbeans
10.35,44.75,15.84,28.12107639,40.45716468,6.11110554,38.53469157,mothbeans
24.07,46.51,22.0,32.08089798,49.4300635,7.0850514,39.30513839,mothbeans
19.58,38.81,21.66,30.71866077,53.79501189,6.78588413,57.95454507,mothbeans
19.27,43.51,21.51,30.17787594,61.22197167,7.16456556,37.99063462,mothbeans
15.11,37.59,20.23,24.70094552,56.17396945,6.65424616,55.4175431,mothbeans
20.76,50.75,16.89,27.89953423,45.43579319,6.74935752,50.2468889,mothbeans
23.41,44.28,22.47,28.98770109,57.83259428,5.14370213,42.57320389,mothbeans
26.29,27.83,24.45,28.24662065,35.74662211,7.16279538,38.47426429,mothbeans
15.44,59.72,18.84,25.12193668,60.04776672,7.26453748,45.65431125,mothbeans
16.05,46.37,24.73,25.05248109,40.35673085,7.43727502,46.17877838,mothbeans
20.5,52.2,18.83,20.72775554,46.72698697,7.42052307,70.72447965,mothbeans
19.41,47.77,24.1,29.78710592,49.7724991,5.81043417,44.83649628,mothbeans
21.07,35.89,18.9,33.12554384,46.45710019,6.08281966,30.12898588,mothbeans
19.94,43.38,17.39,28.68252871,49.70883093,6.88729013,52.5049018,mothbeans
13.86,42.88,19.02,27.8385305,53.93744069,6.43590378,41.224294,mothbeans
27.44,49.27,15.81,27.06708418,40.58286439,6.23151798,35.65737537,mothbeans
16.02,64.48,23.03,32.14501184,54.52566618,6.73255954,53.03438191,mothbeans
20.51,39.46,16.51,30.70105059,40.68963419,6.90046348,55.52102292,mothbeans
23.76,50.95,16.4,29.62119179,47.1704124,6.31122439,29.11246191,mothbeans
22.26,35.58,14.88,33.24374976,40.79176966,6.59001103,49.71793827,mothbeans
20.35,39.85,17.88,30.41696044,46.32729335,6.78842654,27.37397366,mothbeans
17.13,54.86,17.81,25.14540959,50.24942085,7.09932907,52.33740248,mothbeans
17.17,54.0,24.89,31.50989617,38.62000205,8.26474748,35.74397576,mothbeans
13.87,50.44,19.72,29.08405105,55.86985265,7.26525623,40.06521882,mothbeans
20.36,56.09,23.16,31.37336167,52.90470029,7.15395106,43.86484485,mothbeans
13.41,51.38,18.64,31.73354232,42.76464068,6.60940556,44.71901069,mothbeans
24.83,54.01,20.07,28.87605529,57.68857756,5.91866858,56.48036661,mothbeans
25.4,57.71,22.41,25.67825894,44.76575898,7.13108938,43.10701962,mothbeans
19.01,35.96,16.42,29.03997509,45.44398845,6.42062539,47.12193512,mothbeans
21.51,45.91,20.52,28.26544029,46.49098609,6.79432444,40.12733003,mothbeans
17.49,33.3,16.5,24.43884628,45.60669844,7.36516152,48.9096727,mothbeans
20.75,40.46,20.86,33.08732886,47.47655352,6.38763301,37.34125286,mothbeans
21.31,40.47,22.14,24.96304892,38.06329564,7.03997635,36.0629693,mothbeans
23.03,56.3,18.22,28.62491428,56.35294846,6.56758494,64.98453937,mothbeans
18.36,40.5,20.29,28.67538089,54.80618428,7.2432073,52.69523778,mothbeans
23.28,49.45,22.38,26.44387905,41.51240749,6.90427853,75.89156726,mothbeans
24.04,42.4,24.18,22.40653697,46.48861234,6.99871117,42.26762924,mothbeans
17.03,46.64,18.37,25.64755723,41.49467307,6.0199715,39.33588433,mothbeans
19.49,56.05,18.01,24.36491974,57.63268018,6.2283713,49.94592282,mothbeans
15.32,42.25,21.16,29.38347227,55.62607092,7.13438078,50.54032126,mothbeans
23.12,39.76,23.63,29.59799762,50.93875299,7.09925388,34.20288279,mothbeans
14.33,49.06,20.43,29.7251163,48.63946366,6.70774376,61.57785023,mothbeans
21.75,53.97,23.59,31.79188191,49.90613567,7.16288908,51.66003963,mothbeans
25.36,66.24,16.87,25.74179656,57.50210577,6.89306509,44.70096919,mothbeans
16.53,55.5,21.68,34.02324108,47.45282424,7.25078932,65.53889827,mothbeans
12.83,39.57,20.81,26.28230131,45.47110288,6.46953897,47.52077655,mothbeans
15.48,37.76,21.16,28.37447156,53.8732236,7.0609745,53.23953244,mothbeans
23.76,40.68,18.5,28.82459082,53.60926114,7.12327744,46.88022303,mothbeans
19.07,50.0,16.53,30.54568431,52.63374849,7.26452091,58.93434408,mothbeans
24.99,32.93,20.68,23.71040894,42.28381679,6.73359674,60.83047603,mothbeans
21.66,49.85,25.36,28.72306745,42.30166621,6.10306174,40.27069422,mothbeans
20.56,35.67,21.31,28.92668234,43.67989946,6.85206501,54.16484379,mothbeans
16.84,53.86,17.85,29.76255147,56.74583268,6.96102508,36.26531232,mothbeans
20.44,48.65,17.42,24.22151971,45.71024129,7.23417772,57.17885987,mothbeans
26.0,47.64,25.89,25.46154372,50.64488321,6.67919865,63.91404018,mothbeans
20.16,39.74,20.73,24.63400698,42.7665129,7.26318121,48.79688165,mothbeans
24.28,41.01,23.89,27.47403551,36.25579031,6.3521448,35.0254476,mothbeans
12.68,52.08,21.1,29.77243166,43.57629263,7.06585436,34.31925837,mothbeans
17.59,46.73,18.29,28.30138024,47.86355715,7.0355587,52.03520076,mothbeans
24.78,44.16,21.95,28.83243412,49.45853598,6.86685927,27.43520816,mothbeans
29.59,40.68,17.61,27.03310428,40.13998243,7.67294202,42.80299382,mothbeans
16.58,41.36,21.31,32.18752229,49.63650164,6.412905,62.22780699,mothbeans
21.42,42.22,19.78,28.39401546,49.42245571,6.80080845,49.2391677,mothbeans
29.31,70.67,20.52,25.24836279,41.69861653,7.20656539,32.7593624,mothbeans
19.09,51.16,20.55,26.78602772,59.02662385,7.19812708,44.291572,mothbeans
23.92,46.53,18.45,26.77725251,55.095124,6.52047443,48.28694739,mothbeans
25.1,50.43,20.72,26.00407185,61.98511559,7.20914795,25.31450019,mothbeans
26.52,37.71,15.88,25.90619487,55.54714141,6.66379063,51.10621296,mothbeans
11.65,56.6,19.2,24.13213118,49.94891735,7.04493604,49.85022896,mothbeans
26.46,52.67,24.51,27.83563763,48.65733938,7.23208934,60.58649094,mothbeans
18.33,63.09,20.35,28.01451208,50.65104317,6.37214284,32.53996772,mothbeans
30.28,56.51,17.23,28.41129107,51.74115658,6.55601937,63.33122938,mothbeans
17.53,55.94,18.11,29.52151822,57.299163,7.03721412,44.11918313,mothbeans
21.11,53.8,18.72,26.81522482,58.57204978,7.49847921,42.36738001,mothbeans
13.41,37.73,16.66,27.14813067,47.54569496,6.10812148,50.54598228,mothbeans
5.48,49.12,24.82,24.35467154,30.72192875,6.8832746,56.00674273,mothbeans
17.96,49.83,23.87,33.06810505,51.58809467,6.18199969,50.69415908,mothbeans
15.0,47.88,19.28,27.35809066,89.59347261,6.60893217,36.15236651,mungbean
21.9,53.49,20.15,26.95027757,83.70280563,6.46447418,43.96258274,mungbean
16.49,46.23,15.93,28.99354792,82.65291966,7.05083743,51.05000962,mungbean
27.53,37.09,24.23,28.26685999,86.85671441,7.05590114,55.689484,mungbean
20.31,51.64,19.72,29.95527831,82.32467573,6.86182017,60.31517541,mungbean
30.03,56.54,24.38,29.54721495,88.16143855,7.47801579,47.56596911,mungbean
12.06,46.64,20.56,26.85214222,81.40642986,6.50280661,38.15993461,mungbean
24.56,61.64,22.03,25.71082087,85.62122342,6.35668675,50.23791142,mungbean
15.88,55.86,22.11,27.85880011,86.51340145,6.72527953,61.81943171,mungbean
10.49,51.3,23.73,27.76641896,83.50272997,6.7709203,40.64211989,mungbean
17.32,39.81,19.47,24.31604875,83.19167674,6.923383,44.97166836,mungbean
17.94,55.19,24.73,27.02554232,88.61483611,5.99980386,41.233397,mungbean
22.68,50.06,20.36,30.22971356,84.39184042,7.00500181,44.08815759,mungbean
16.86,33.0,22.03,26.76436423,88.02259346,7.10387427,46.2224788,mungbean
20.44,49.58,19.38,25.58280295,89.33723369,6.47287189,52.23575826,mungbean
21.46,50.32,20.66,30.32416591,82.3878095,7.09682891,49.32689865,mungbean
20.2,44.68,19.86,29.65831788,81.48414851,6.01176841,45.80182676,mungbean
23.51,45.61,24.11,31.09205075,89.20753469,7.28091616,50.10840459,mungbean
22.83,42.54,11.94,29.31078312,82.68478949,6.61953179,28.11673239,mungbean
24.49,46.39,18.23,26.19015503,82.56218125,6.36124014,40.23169155,mungbean
12.93,46.32,18.99,30.21875985,79.7454914,6.52167261,40.86919062,mungbean
21.7,47.58,22.55,32.17636115,85.0031997,6.91199825,42.00297261,mungbean
19.37,48.2,26.42,26.22087904,84.59783468,6.70778042,41.96536063,mungbean
21.76,48.11,20.36,27.05564855,87.20376636,6.32781909,45.0228301,mungbean
24.24,59.18,17.75,29.74569024,84.74399724,7.1175949,48.89168956,mungbean
28.49,60.26,17.08,27.8464265,82.74849612,6.66767392,33.46192874,mungbean
11.63,56.16,21.02,30.00696678,82.2859572,6.27956107,46.45147953,mungbean
26.91,48.6,20.55,30.8555526,86.13902437,6.77278753,51.41916453,mungbean
19.05,60.59,19.69,27.0589564,87.04481398,7.07866949,44.22597026,mungbean
23.62,56.61,9.94,25.05064941,86.20151991,6.32777691,61.49145533,mungbean
21.62,47.19,20.19,27.74024606,83.07433845,6.74873325,56.02336475,mungbean
12.26,49.93,18.65,28.67217373,82.74463027,6.75753653,39.42263626,mungbean
19.9,45.92,15.0,29.33653852,76.56442814,6.54972579,36.07530263,mungbean
21.29,45.31,22.45,28.09578655,84.36109125,7.1482399,44.28143963,mungbean
19.85,59.41,21.99,32.46577011,86.37718663,6.48814289,56.59240203,mungbean
24.61,45.82,21.62,28.33516002,86.49422126,6.71304445,46.96072497,mungbean
28.44,51.65,16.01,28.91683071,84.10251093,6.82520709,49.91942219,mungbean
21.83,34.41,15.3,31.30118166,84.92007872,7.23524029,52.22084658,mungbean
17.33,34.49,21.54,29.53459789,90.25354044,6.61899296,48.60905343,mungbean
10.96,43.15,20.74,27.79840715,82.37813441,7.26710126,60.82144269,mungbean
14.66,48.79,18.71,31.46963788,85.71236297,6.93891278,40.51972055,mungbean
26.64,45.61,25.59,30.68491121,83.04712213,6.91076761,49.94737068,mungbean
18.89,54.0,19.92,28.55626162,83.10537544,6.4022366,48.61287557,mungbean
20.89,56.61,15.94,28.72496989,89.78164585,6.42878578,39.65237802,mungbean
15.37,54.33,16.2,28.53899859,82.99242974,6.46981002,45.5496378,mungbean
18.13,45.06,19.84,29.03789878,83.63946941,6.88824252,44.1631583,mungbean
17.73,48.33,14.85,26.85806346,82.99603167,6.29087754,46.14745126,mungbean
16.33,40.71,23.05,32.66492478,87.98180866,6.81924356,56.99187035,mungbean
21.57,45.91,20.33,27.82826865,78.38554935,6.36345136,41.36794632,mungbean
22.42,44.15,14.6,28.44283449,85.8600546,7.00772011,50.91439505,mungbean
31.95,41.06,23.95,30.34204553,83.09387145,6.64876361,42.03093695,mungbean
19.38,44.46,18.67,28.48951343,81.89258705,7.14981555,55.024923,mungbean
16.52,54.9,16.85,24.93196786,85.94468396,6.91861771,42.0852391,mungbean
22.63,63.68,29.04,26.75411489,85.97995331,6.20857266,70.65188219,mungbean
17.82,54.88,20.28,26.3858762,84.37949314,6.15854772,42.88044907,mungbean
18.66,49.8,13.18,28.36878417,92.65898866,6.31930661,50.60682092,mungbean
17.88,25.42,17.01,27.13303617,87.54096297,6.68596805,46.23754593,mungbean
23.37,49.03,19.51,29.83643679,80.87127705,6.61750348,58.02661173,mungbean
9.3,41.67,20.47,28.95825332,83.99101965,6.87196819,40.90760141,mungbean
24.9,49.56,25.45,30.19319322,86.65477411,7.2664396,41.57414105,mungbean
18.53,34.0,22.61,31.80833301,83.54353784,6.21314192,56.99869559,mungbean
16.31,43.96,24.62,27.78252201,84.44066067,7.34474077,52.72704498,mungbean
14.68,60.04,14.78,30.51497527,86.47054657,6.49064154,41.76881366,mungbean
14.44,61.83,20.37,27.23875635,86.72174845,7.18184445,50.55078477,mungbean
23.48,55.63,20.18,29.13318103,84.65387419,6.30306069,37.86386772,mungbean
22.25,42.33,19.94,28.00456573,87.91085214,6.81198534,50.45176527,mungbean
18.57,46.9,18.98,28.99920459,79.82771496,6.69209987,50.94045366,mungbean
21.97,39.38,18.74,27.73845007,83.38008479,6.21325376,39.308542,mungbean
20.05,51.08,20.44,26.75703413,86.15495041,6.62048306,44.03577418,mungbean
15.37,43.93,22.15,28.13205455,84.63058194,6.29958907,70.32337351,mungbean
8.68,31.78,18.43,28.89882763,90.32059783,6.9055118,50.406579,mungbean
24.6,48.76,14.13,29.00968208,85.65189963,7.56786307,42.23230876,mungbean
26.29,37.12,24.6,28.76518247,87.5109598,6.9815248,53.42246456,mungbean
20.49,42.75,19.52,26.9691366,84.661907,6.05645541,49.37789202,mungbean
24.89,57.62,23.94,28.80495069,84.53754187,6.59790334,51.13887482,mungbean
23.59,50.71,15.96,31.2561059,86.4324447,7.0962745,48.41539937,mungbean
18.7,63.5,16.79,25.12372167,90.98739024,6.79615759,44.57304444,mungbean
